movieId,title,genres,year,cast,director,producer,screenwriter,composer,editor,distributor,country
193405,Peterloo,Drama,2018,Brian Fletcher,Mike Leigh,Georgina Lowe,Mike Leigh,Gary Yershon,Jon Gregory,Entertainment One,United Kingdom
193409,Acid,Drama,2018,Aftab Shivdasani,Alexander Gorchilin,Natella Krapivina,Valeriy Pecheykin,Bappi Lahiri,Andrew Hulme,Filmauro,Czech Republic
193425,Camion,Drama,2012,Linda Smith,Ouellet,Morissette,Ouellet,West-Millette,Ouellet,K-Films Amerique,Guatemala
193431,Trash,Drama,2011,Rose Langlois,Zoe Leigh Hopkins,Tim Bevan,Pierre Szalowski,Steve Willaert,Richard Comeau,Remcorp,Canada
193439,On My Skin,Drama,2018,Alessandro Borghi,Alessio Cremonini,Luigi Musini,Alessio Cremonini,Mokadelic,Luciana Pandolfelli,Lucky Red Distribuzione,Italy
193447,The Angel,Action|Drama|Thriller|War,2018,Eric Wedekind,Rupesh Paul,Nandita Das,Hubert Frank,Gerhard Heinz,Margot von Schlieffen,Netflix,India
193449,Mid90s,Comedy|Drama,2018,Sunny Suljic,Jonah Hill,Eli Bush,Jonah Hill,Atticus Ross,Nick Houy,A24,United States of America
193455,Aniara,Sci-Fi,2018,Peter Carlberg,Hugo Lilja,Annika Rogell,Hugo Lilja,Alexander Berg,Kessler,SF Studios,Sweden
193463,Bitter Sweet,Comedy|Romance,2016,Akara Amarttayakul,Charles Hutchison,Victor Saville,Emma Hamberg,Adam,Bernard B. Ray,SF Studios,United States of America
193477,Outlaw King,Action|Drama|War,2018,Tony Curran,David Mackenzie,Gillian Berrie,David Mackenzie,Tony Doogan,Jake Roberts,Netflix,United Kingdom
193493,Jonathan,Drama,2016,Suki Waterhouse,Tomer Heymann,Barak Heymann,Tomer Heymann,Paul Dunlap,Wolfgang Hedinger,Hulu,Israel
193503,Redwoods,Children|Drama|Romance,2009,John Hudson,William Witney,Gene Corman,Leo Gordon,Buddy Bregman,Cecil B. DeMille,Paramount Pictures,United States of America
193505,The Delta,Drama,1996,Ralph Taeger,Ira Sachs,Robert Fellows,Ira Sachs,Alan Silvestri,Alain Jakubowicz,Strand Releasing,United States of America
193521,Santa Cie,Comedy,2017,Alain Chabat,Alain Chabat,Alain Goldman,Alain Chabat,Matthieu Gonet,Sivan,ADS Service,France
193537,The Little Mermaid,Animation|Fantasy,1968,Poppy Drayton,Chris Bouchard,John DeLuca,David Magee,Lin-Manuel Miranda,Wyatt Smith,AMC Theatres,United States of America
193541,Sunburn,Comedy|Drama,1999,Gedion Oduor Wekesa,Carolina,Nicole Gerhards,Carolina,John Cameron,Ruth,Stan,Australia
193553,Women's Prison,Drama,1955,Dominique Swain,Jim Wynorski,Bryan Foy,Farid Mostafavi,Lavista,Bruno Mattei,CineTel Films,United States of America
193559,Cargo,Drama,2017,Barra Brass,Daniela Kay,Walter C. Mycroft,Gilles Coulier,David Lindup,Dany Cooper,Netflix,Czech Republic
193585,Flint,Drama,2017,Ryan Destiny,Rachel Morrison,Michael De Luca,Barry Jenkins,Sven Gyldmark,Wera Iwanouw,Universal Pictures,United States of America
193589,Boy Erased,Drama,2018,Pellerin,Joel Edgerton,Kerry Kohansky Roberts,Joel Edgerton,Jonny Greenwood,Jay Rabinowitz,Focus Features,Australia
193591,John Paul Jones,Adventure,1959,Judson Laire,John Farrow,Samuel Bronston,John Farrow,Max Steiner,Eda Warren,Warner Bros.,United States of America
193593,The Happy Thieves,Comedy|Crime|Drama,1962,Aslan,George Marshall,James Hill,Richard Condon,Mario Nascimbene,Oswald Hafenrichter,United Artists Corporation,United States of America
193595,The Land of Steady Habits,Comedy|Drama,2018,Ben Mendelsohn,Nicole Holofcener,Nicole Holofcener,Nicole Holofcener,Marcelo Zarvos,Robert Frazen,Netflix,United States of America
193599,Climax,Drama|Horror,2018,Jean Hersholt,Roswitha von Bruck,Carl Laemmle,Lillian Ducey,Nico Fidenco,Russell F. Schoengarth,Universal Pictures,India
193615,Brother's Keeper,Crime|Drama|Thriller,2002,Sebastian Zimmler,Roy William Neill,Sydney Box,Kehinde Olorunyomi,Clifton Parker,Dora Vajda,General Film Distributors,United Kingdom
193635,Manto,Drama,2018,Raghubir Yadav,Rahat Kazmi,Babar Javed,Nandita Das,Sneha Khanwalkar,A. Sreekar Prasad,Viacom 18 Motion Pictures,India
193647,The Girl in the Spider's Web,Crime|Drama|Mystery|Thriller,2018,Cameron Britton,Fede,Amy Pascal,Steven Knight,Roque,Tatiana S. Riegel,InterCom,United States of America
193671,The Picture of Dorian Gray,Horror,1973,Josh Duhamel,Dave Rosenbaum,Richard Oswald,Oscar Wilde,Penka Kouneva,Ferris Webster,Mutual Film Company,United States of America
193679,Someone,Drama,2016,Thati Lopes,Zack Russell,Vjekoslav Katusin,Miska Kajanus,Dury,Roman,Netflix,Brazil
193697,High Life,Drama|Horror|Mystery|Sci-Fi,2018,Mia Goth,Claire Denis,Christoph Friedel,Jean-Pol Fargeau,Stuart A. Staples,Guy Lecorne,ADS Service,Germany
193713,Fall Guy,Comedy|Drama,1982,Jack Mulhall,Leslie Pearce,William LeBaron,Tim Whelan,Edward J. Kay,Archie Marshek,Netflix,United States of America
193749,Final Score,Action,2018,Craig Conway,Scott Mann,Jonathan Meisner,David T. Lynch,Tim Despic,Robert Hall,Altitude Film Distribution,United Kingdom
193761,Bel Canto,Drama|Thriller,2018,Julianne Moore,Paul Weitz,Caroline Baron,Paul Weitz,David Majzlin,Suzy Elmiger,Screen Media Films,United States of America
193767,Double Agent,Action|Thriller,2003,Peter Savage,Doris Wishman,Doris Wishman,Doris Wishman,Piero Piccioni,Jolanda Benvenuti,Something Weird Video,United States of America
193779,We Have Always Lived in the Castle,Drama|Mystery|Thriller,2018,Sebastian Stan,Stacie Passon,Kieran Corrigan,Mark Kruger,Andrew Hewitt,Ryan Denmark,Brainstorm Media,United States of America
193831,Earthbound,Comedy|Fantasy|Romance|Sci-Fi,2013,Warner Baxter,Irving Pichel,Bahman Farmanara,John Howard Lawson,Alfred Newman,Abbas Ganjavi,Sunn Classic Pictures,United States of America
193847,The Butler,Drama,2018,Richard Hearne,Edwin McKim,Cassian Elwes,Michael Barringer,Alexandre Desplat,Joe Klotz,Vudu,United States of America
193882,Flora,Adventure|Drama|Horror|Sci-Fi,2017,Ben Schwartz,John Carney,Gil Netter,Brad Copeland,David Mansfield,Jorge Garate,CBS,United States of America
193894,King of Thieves,Crime|Drama,2018,Rich Keeble,James Marsh,Tim Bevan,Joe Penhall,Benjamin Wallfisch,Jinx Godfrey,StudioCanal,United Kingdom
193898,Life Itself,Drama|Romance,2018,Laia Costa,Dan Fogelman,Marty Bowen,Dan Fogelman,Federico Jusid,Julie Monroe,Amazon Studios,United States of America
193900,22 July,Drama,2018,Kenan Ibrahimefendic,Paul Greengrass,Scott Rudin,Paul Greengrass,Sune Martin,William Goldenberg,Netflix,Norway
193914,Take,Crime|Drama|Thriller,2008,Ben Corbett,Alan James,Robert J. Horner,Robert D. Walker,Dave Brubeck,Fabiola Sialer,Grand National Films Inc.,United States of America
193944,The Ballad of Buster Scruggs,Comedy|Drama|Western,2018,Willie Watson,Ethan Coen,Megan Ellison,Ethan Coen,Carter Burwell,Ethan Coen,Netflix,United States of America
193958,Creed II,Drama,2018,Selenis Leyva,Jackson Mahomes,Sylvester Stallone,Zach Baylin,Joseph Shirley,Tyler Nelson,InterCom,United States of America
193992,Iguana,Drama|Horror|Thriller,1988,Jason Jones,Jeremy Lalonde,Steve Golin,John Lafia,Ethan James,Roberto Perpignani,Screen Media Films,United States of America
194004,Halloween,Horror,2018,Rachael Leigh Cook,Jared Cohn,Allen Covert,Tim Herlihy,Rupert Gregson-Williams,Tim Alverson,Netflix,United States of America
194010,Sunset,Drama|Thriller,2018,Tony Mabesa,Doug McKeon,Jesse Louis Lasky,Uli Gaulke,Bang Jun-seok,Andrew Bird,Exchange,Myanmar
194034,Survivor,Action|Adventure|Sci-Fi,1987,Chinonso Arubayi,Kayode Peters,Steven Spielberg,Adrian Panek,Sebastian Robertson,Douglas Crise,Letterboxd,Nigeria
194042,Missing Person,Action|Drama|War,1957,Yul Vazquez,Noah Buschel,Henry Blanke,Noah Buschel,Steve Willaert,Jan Goossen,Strand Releasing,United States of America
194054,Osa,Sci-Fi,1986,Victoria Carmen Sonne,Daniel Dencik,Hiroshi,Sara Isabella,Saburo Tominaga,V. T. Vijayan,Toho,India
194062,Second Sight,Comedy,1989,Benjamin Lavernhe,Hugo,Michal Bat-Adam,Michal Bat-Adam,Mischa Spoliansky,Einar Egeland,Associated British Picture Corporation,France
194070,Live,Horror|Thriller,2018,Megan Suri,Zack Russell,Pamela Koffler,Nick Payne,Ola Kvernberg,Julia,Levelfilm,United Kingdom
194106,Iceman,Adventure|Drama,2017,Violetta Schurawlow,Raymond Yip,Jan,Eugene O'Neill,Seelenluft,Vessela Martschewski,Netflix,United States of America
194108,Replay,Drama|Romance,2001,Rupa Manjari,Lal,Vipul Amrutlal Shah,Marc Syrigas,Deepak Dev,Amitabh Shukla,PVR Pictures,India
194116,Dead Man Walking,Action|Sci-Fi,1988,Barton Heyman,Richard John Taylor,Jon Kilik,Tim Robbins,David Robbins,Lisa Zeno Churgin,Gramercy Pictures,United Kingdom
194136,Angel Face,Drama,2018,Alban Lenoir,Pablo Torre,Pablo Torre,Pirot,Olivier Coursier,Sophie Reine,Netflix,France
194146,The Bachelor,Drama|Romance,1997,Katerina Geronikolou,Noel M. Smith,Heinrich Schier,Rena Riga,Bert Grund,Friedel Buckow,Freestyle Releasing,United States of America
194176,Deadline,Action|Drama|Horror|Thriller,1984,June Elvidge,Oliver Drake,H. B. Halicki,Irving Cummings Jr.,Edward J. Kay,Martin Schade,20th Century Studios,United States of America
194178,Split,Drama|Sci-Fi,1989,Ronald Cyr,Anders Hammer,Charlotte Cook,Lawrence,Pero Gotovac,Jules Saulnier,Warner Bros. Home Entertainment,Norway
194194,Tholi Prema,Comedy|Romance,2018,Priyadarshi Pulikonda,Venky Atluri,B. V. S. N. Prasad,Chintapalli Ramana,S. Thaman,Marthand K. Venkatesh,Sri Venkateswara Creations,India
194196,Song of Russia,Drama|Romance|War,1944,Michael Chekhov,Gregory Ratoff,Joe Pasternak,Paul Jarrico,Herbert Stothart,George Hively,Metro-Goldwyn-Mayer,United States of America
194200,Hell Fest,Horror,2018,Amy Forsyth,Gregory Plotkin,Tucker Tooley,Akela Cooper,Bear McCreary,Gregory Plotkin,Big Bang Media,United States of America
194228,The Iron Man,Action|Comedy|Fantasy,1974,Margaret Morris,Jay Marchant,Shinya Tsukamoto,Shinya Tsukamoto,Chu Ishikawa,Shinya Tsukamoto,Universal Pictures,United States of America
194280,Panic,Horror|Sci-Fi,1982,John Forsythe,Mariano Cirigliano,Aaron Spelling,Grady Hendrix,Radzimir,Agnieszka,Columbia Pictures,United States of America
194300,Evil,Horror,2005,Mackenzie Davis,James Watkins,Caroline Bonmarchand,Jonas Banys,Stephen McKeon,Nicolaj Monberg,Universal Pictures,Lithuania
194308,Ride,Thriller,2018,Carmen Kassovitz,Koichi Sakamoto,Carlo Cresto-Dina,Lilou Fogli,Fabrizio Campanelli,Levsen,Toei Video,Japan
194312,Private Life,Comedy|Drama,2018,Kayli Carter,Tamara Jenkins,Tamara Jenkins,Tamara Jenkins,James Newton Howard,Brian A. Kates,Netflix,United States of America
194348,Can You Ever Forgive,Comedy|Crime|Drama,2018,Melissa McCarthy,Marielle Heller,Amy Nauiokas,Jeff Whitty,Nate Heller,Anne McCabe,Searchlight Pictures,United States of America
194370,Dominion,Action|Sci-Fi|Thriller,2014,Elva Trill,Richard Lowry,Patrick Crowley,Emily Carmichael,Michael Giacchino,Mark Sanger,Universal Pictures,United States of America
194396,Overlord,Action|Horror|Sci-Fi|Thriller|War,2018,Tom Sizemore,Rob Pallatina,James Quinn,Scotty Mullen,Paul Glass,Rob Pallatina,Amazon Prime Video,United States of America
194400,Widows,Crime|Drama|Thriller,2018,Judith Allen,Sam Newfield,Kirsten Hager,Fernando,Manuel,Christel Suckow,Warner Bros.,United States of America
194430,Retribution,Horror,1987,Konstantin Frank,Thomas Roth,Konstantin Seitz,Thomas Roth,Roger,Birgit Gasser,Netflix,Austria
194448,Green Book,Comedy|Drama,2018,Brian Stepanek,Peter Farrelly,Nick Vallelonga,Nick Vallelonga,Kris Bowers,Patrick J. Don Vito,ADS Service,United States of America
194450,Her Smell,Drama,2018,Gayle Rankin,Alex Ross Perry,Michael Sherman,Alex Ross Perry,Keegan DeWitt,Robert Greene,Gunpowder Sky,United States of America
194468,Sleepless Nights,Horror,2016,Rudolf Nadler,Francesco Mandelli,Walter C. Mycroft,Marcel Gisler,Noel Gay,Walter Stokvis,Associated British Picture Corporation,Italy
194498,Faust,Fantasy|Horror,2018,Edwin De La Renta,Philipp Humm,Philipp Humm,Philipp Humm,Florian Siegmund,Dominik Wieschermann,The Humm Collection,United Kingdom
194504,Eldorado,Documentary,2018,Richard Driscoll,Markus Imhoof,Thomas Kufus,Peter Elsass,Peter Scherer,Thomas Bachmann,Cirko Film,Germany
194508,The Proposal,Documentary,2018,Stephen Guarino,Jill Magid,Sandra Bullock,Doug Langway,Mark Andersen,Doug Langway,Netflix,United States of America
194512,Petra,Drama,2018,Eirik Wiik Hjermstad,Aurora Langaas,Dyveke Graver,Birgitte Bratseth,Lars Kilevold,Leif Axel Kjeldsen,Modern Theatres,Norway
194520,Profile,Thriller,2018,Ineko Arima,Sharon Fontaine,Mathias Forberg,Barbara Eder,Shalabi Effect,Rosana Saavedra Santis,Films du 3 Mars,Canada
194528,Volcano,Crime|Drama,2018,Christian Nickel,Gracie Otto,David Michael Latt,Roman Bondarchuk,Anton Baybakov,James Kondelik,National Film Board of Canada,United States of America
194532,He's Out There,Horror|Thriller,2018,Abigail Pniowsky,Quinn Lasher,Adrienne Biddle,Mike Scannell,Nathan Whitehead,Rick Shaine,Vertical Entertainment,United States of America
194534,Decoy,Crime|Drama|Romance,2010,Jakob Tiedtke,Roger Le Bon,Karl Ritter,Louis de Wohl,Friedrich Wilhelm Rust,Willy Zeyn junior,Mutual Film,Germany
194544,Trouble,Thriller,2017,Jerry Lee Lewis,Ethan Coen,Regina Ziegler,Wolf Gremm,Roderich Melvin,Jakub Voves,Vanguard Animation,United States of America
194570,Haunted,Crime|Drama|Horror,2017,Ruth Horrocks,Brad Watson,Raffi Ahmad,Kirk Thatcher,Kris Bowers,Peter Mayhew,Lionsgate,United Kingdom
194588,The Last Supper,Drama,1976,Alexandra Quinn,Martin Repka,Rob Zicari,Alea,Leo Brouwer,Nelson,Extreme Associates,United States of America
194600,The Village,Animation,1993,Charles Awurum,Eino Ritari,Dejumo Lewis,Olusegun Olusola,The Shin,Max Michel,Netflix,Finland
194606,Forever Young,Drama|Romance|War,2018,Sofiane Bennacer,Valeria Bruni Tedeschi,Alexandra Henochsberg,Lvovsky,HaYehudim,Anne Weil,Netflix,France
194626,Salt on Our Skin,Drama|Romance,1992,Robert Higden,Andrew Birkin,Bernd Eichinger,Andrew Birkin,Klaus Doldinger,Dagmar Hirtz,Netflix,Germany
194636,I Still See You,Thriller,2018,Darcy Fehr,Scott Speer,Leon Clarance,Jason Fuchs,Bear McCreary,Paul Covington,Big Bang Media,United States of America
194638,The Kindergarten Teacher,Drama,2018,Rosa Salazar,Sara Colangelo,Trudie Styler,Sara Colangelo,Asher Goldschmidt,Marc Vives,ADS Service,United States of America
194642,The Last Ones,Horror,2018,Oja,Veiko,Misha Jaari,Eero Tammi,Sven,Xander Nijsten,B-Plan Distribution,Estonia
194644,The Nanny,Fantasy|Horror|Sci-Fi|Thriller,2018,Anna Berger,Marco Bellocchio,Pier Giorgio Bellocchio,Marco Bellocchio,Carlo Crivelli,Tom Simpson,Netflix,Italy
194658,Heroes,Comedy|Drama|Romance,1977,Zhou Ye,Stelvio Massi,Christian Becker,Robert Rodriguez,Andreas Weidinger,Marco Pav D'Auria,Netflix,Italy
194670,The Unborn,Horror|Sci-Fi,1991,Atul Kulkarni,Akku Akbar,Shogun Films,Daniella Purcell,Raju Singh,Jeff Betancourt,UIP-Dunafilm,India
194692,Boar,Horror,2018,Bobby Cannavale,David Soren,David Dobkin,Lorene Scafaria,John Debney,David Ian Salter,Paramount Pictures,United States of America
194712,Possessed,Horror|Mystery,2009,Dorothy Green,Mario Mercier,Manolo Bolognini,Mario Mercier,Zeid Hamdan,Anika Simon,Republic Pictures,United States of America
194722,Look Away,Horror|Thriller,2018,India Eisley,Assaf Bernstein,Quirin Berg,Assaf Bernstein,Max Richter,Patricia Rommel,Vertical Entertainment,Canada
194740,Heights,Comedy|Drama,2017,Sascha Gura,Gernot Bock-Stieber,Dieter Pochlatko,Tom-Dariusch Allahyari,Mark De Gli Antoni,Charlotte,Zipporah Films,Germany
194793,The Barbarian and the Geisha,Action|Adventure|Drama,1958,Hiroshi Yamato,John Huston,Eugene Frenke,Charles Grayson,Hugo Friedhofer,Stuart Gilmore,20th Century Studios,United States of America
194819,The Super,Thriller,2017,Demetri Kallas,David Ernaux-Briot,Shakib Khan,Simonsen,Jens,Pinteaux,Tiger Media Limited,Australia
194823,Genghis Khan,Action|Adventure|Fantasy,2018,Lin Yun,Hasi Chaolu,Jean-Jacques Annaud,Andrzej Krakowski,Taro Iwashiro,Geoffrey Foot,Netflix,People's Republic of China
194829,The Unseen,Action|Drama|Horror|Sci-Fi,2016,F. Murray Abraham,Miroslav Janek,Santos,Pedro Neschling,Michael J. Lewis,Doane Harrison,21st Century Film Corporation,Czech Republic
194837,Batti Gul Meter Chalu,Comedy|Drama,2018,Shahid Kapoor,Shree Narayan Singh,Bhushan Kumar,Vipul K Rawal,Anu Malik,Shree Narayan Singh,T-Series,India
194845,Delirium,Horror|Thriller,2018,Sophie Hill,Gareth Jones,Jason Blum,Gareth Jones,Oleksandr Shchetynsky,Ihor Podolchak,Universal Pictures,United Kingdom
194857,Stagecoach,Action|Western,1986,Claude Duhamel,Joseph Levering,Stephen Auer,Norman S. Hall,Sam Levin,Harry Keller,Cinedigm,United States of America
194911,This Crazy Heart,Drama,2017,Philip Noah Schwarz,Marc Rothemund,Martin Moszkowicz,Maggie Peren,Johnny Klimek,Simon,Big Bang Media,Germany
194913,The Promise,Drama|Horror|Thriller,2017,Rolland,Hirakawa,Meredith Kirkman,Bernard Devlin,Alfi Kabiljo,Victor Jobin,GDH 559,Japan
194941,Solitary,Documentary,2016,Sirus Hemmati,Nate Parker,Seyed Ebrahim Amerian,Hamzeh Salehi,Amir Tavassoli,Hassan Ayoubi,Khane Film,United States of America
194947,Cam,Horror|Thriller,2018,Vidal,Javier Fesser,Stephen Wallace,Marisa Coughlan,Jim O'Rear,Sabine Hoffmann,Netflix,United Kingdom
194951,Bird Box,Drama|Sci-Fi|Thriller,2018,Ashley Ann Alvarado,Pastor,Clayton Townsend,Eric Heisserer,Trent Reznor,Ben Lester,Netflix,Spain
194959,Destroyer,Crime|Drama|Thriller,2018,Jade Pettyjohn,Karyn Kusama,Fred Berger,Phil Hay,Theodore Shapiro,Plummy Tucker,Big Bang Media,United States of America
194973,Shogun,Action|Adventure|Drama|Romance,1980,Maki Horikita,Sadao Nakajima,Eric Bercovici,Eric Bercovici,Masaru Sato,Shigeki Matsuo,Nikkatsu,Japan
194987,Don't Go,Mystery,2018,Joaquin Domagoso,Adolfo Jr.,Lawrence D. Foldes,Geoff Morrow,Rolfe Kent,David M. Richardson,Netflix,United Kingdom
194995,Spitfire,Documentary,2018,Carlyle Blackwell,George Siegmann,Bert Gilroy,Edward Peple,Constantin Bakaleinikoff,Harry Marker,Paramount Pictures,United Kingdom
194997,The Last Witness,Thriller,2018,Lee Jeong-jae,Adolf,Jules Greenbaum,Elsa Bassermann,Werner Eisbrenner,Wolfgang Wehrum,Momentum Pictures,Germany
195003,Shattered,Drama,2017,Lilly Krug,Luis Prieto,Natalia Bakhareva,Natalia Bakhareva,Tom Howe,Federico Conforti,Grindstone Entertainment Group,Russian Empire
195009,Black Panthers,Documentary,1968,Willi Schrade,Stanley Nelson Jr.,Stanley Nelson Jr.,Stanley Nelson Jr.,Helmut Nier,Anneliese Hinze-Sokolowa,Netflix,United States of America
195021,Mad World,Sci-Fi,2018,Charmaine Fong,Wong Chun,Heiward Mak,Wong Chun,Yusuke Hatano,Wong Chun,Netflix,Romania
195031,Emil and the Detectives,Children|Comedy,2001,Roland Kaiser,Milton Rosmer,Kurt Ulrich,Erich,Allan Gray,Hermann Leitner,Gaumont-British Picture Corporation,United Kingdom
195037,Anna,Crime|Drama|Thriller,2015,Ramarajan,James Strong,Vincent Leduc,Jacky St. James,S. A. Rajkumar,Gauthier,Filmoption International,France
195041,Girl,Drama,2018,Tamara Roming,Enrico Saller,Christian Frei,Enrico Saller,Jamie Blanks,Katja Dringenberg,Warner Bros.,Germany
195045,The Wind,Horror|Western,2018,Tina Tamashiro,Rikiya Imaizumi,Tomotake Hasumi,Rikiya Imaizumi,Slavko Jr.,Filip Robar Dorin,Tokyo Theatres,Italy
195049,Fractured,Horror|Thriller,2018,Adjoa Andoh,Brad Anderson,Daniel M. Angel,Alan B. McElroy,Anton Sanko,John Shirley,Netflix,United States of America
195053,Lone Wolf,Horror|Sci-Fi,1988,Jeff Harms,Jonathan Ogilvie,Robert North,Harry Segall,Morris Stoloff,William Hamilton,Columbia Pictures,Australia
195065,1985,Drama,2018,Peter Lanzani,Santiago Mitre,Ash Christian,Santiago Mitre,Daniel Amos,Yen Tan,Wolfe Video,Argentina
195067,Welcome Home,Thriller,2018,Aaron Paul,Jamaa Fanaka,Veit Heiduschka,Philippe de Pierpont,Ronee Blakley,Guido Krajewski,Paramount Pictures,United States of America
195069,Liv,Drama,1967,Georgia Chara,Murray Lerner,Pamela Koffler,Steven Spielberg,James Horner,Nick Kozakis,Levelfilm,Australia
195111,Telescope,Sci-Fi,2013,Edward Lamar Johnstone,Nathaniel Kahn,Justin Wilkes,Nathaniel Kahn,Jeff Beal,Brad Fuller,Universal Pictures,United States of America
195153,Deadline,Action|Drama|War,1987,June Elvidge,Oliver Drake,H. B. Halicki,Irving Cummings Jr.,Edward J. Kay,Martin Schade,20th Century Studios,United States of America
195163,Bumblebee,Action|Adventure|Sci-Fi,2018,Tonkel,Sebastian Stern,Larry Meistrich,Sebastian Stern,Christopher Tyng,Wolfgang Weigl,Netflix,Germany
195191,The Invitation,Comedy,1973,Alana Boden,Jessica M. Thompson,Emile Gladstone,Blair Butler,Dara Taylor,Tom Elkins,Sony Pictures Releasing,United States of America
195197,Singularity,Action|Sci-Fi,2015,Robert Christopher Riley,Chase Palmer,Kevin J. Walsh,Chase Palmer,Brendan Angelides,Robert Kouba,Screen Media Films,United States of America
195199,Singular,Sci-Fi,2014,Robert Christopher Riley,Chase Palmer,Kevin J. Walsh,Toh Enjoe,Kan Sawada,Robert Kouba,Netflix,Japan
195201,Sad Hill Unearthed,Documentary,2018,Sergio Salvati,Guillermo de Oliveira,Guillermo de Oliveira,Guillermo de Oliveira,Zeltia Montes,Guillermo de Oliveira,Netflix,Spain
